fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
8.5,2.6090849618762526,2,13,Tuesday,October,0,2012
8.1,2.640436656581373,1,23,Wednesday,March,0,2009
7.3,1.8364938614025632,1,8,Tuesday,September,0,2009
4.1,0.6594151947580918,1,18,Friday,May,0,2011
7.3,1.4953466546936243,2,15,Wednesday,March,0,2009
10.5,2.7691154652197394,3,18,Friday,October,0,2012
7.7,2.2989838805188274,1,15,Saturday,December,1,2009
7.3,2.33464732370731,1,8,Thursday,August,0,2012
14.0,4.789302141571984,2,18,Sunday,November,1,2014
8.5,3.1731150220299518,1,19,Saturday,April,1,2009
12.5,2.6322124966686964,1,18,Tuesday,April,0,2013
5.3,1.2494608136546834,1,16,Sunday,June,1,2009
35.0,10.219727399411017,1,13,Saturday,December,1,2012
23.3,5.921004567638601,4,8,Tuesday,February,0,2012
8.0,1.1179113936472898,2,19,Saturday,January,1,2015
10.5,2.6412030753648574,2,12,Saturday,December,1,2013
11.0,1.7892397776940925,1,20,Friday,November,0,2014
10.0,2.552491284219564,1,13,Saturday,February,1,2013
18.1,10.33772117349435,2,5,Friday,July,0,2009
9.3,2.575858055272194,3,12,Saturday,November,1,2009
49.8,21.503996748145735,2,15,Sunday,May,1,2011
3.5,0.5484068795982949,1,20,Saturday,October,1,2014
4.5,1.0174977543964683,1,16,Sunday,February,1,2012
6.9,1.290119493548017,1,9,Thursday,February,0,2012
4.5,0.8557207137165018,2,18,Thursday,November,0,2009
28.0,8.31831636773271,1,13,Tuesday,July,0,2014
6.0,3.533251601795714,1,22,Saturday,May,1,2013
7.7,1.0923866135355194,4,19,Monday,April,0,2011
15.8,8.561039434477582,1,20,Tuesday,March,0,2009
12.0,4.593285293118653,1,12,Saturday,November,1,2014
14.5,3.093852182316012,1,15,Friday,March,0,2014
5.3,1.4227485108812565,1,5,Saturday,March,1,2011
5.7,0.7926215853210632,1,18,Tuesday,October,0,2010
18.5,8.529192065379585,1,0,Sunday,March,1,2009
10.0,2.41113576066874,1,9,Friday,May,0,2013
9.7,1.8830835228862515,2,11,Tuesday,February,0,2009
24.5,7.7999670570343325,1,22,Sunday,July,1,2014
6.9,1.525248019457734,1,14,Friday,September,0,2011
4.5,0.8695822671444078,1,13,Tuesday,January,0,2010
36.1,12.551548322835481,2,2,Friday,July,0,2011
6.9,3.4638728013430264,5,1,Saturday,April,1,2012
6.9,1.5005721648949586,1,10,Wednesday,June,0,2011
7.3,2.0526769236663758,1,11,Sunday,January,1,2011
19.0,6.328144029585654,1,21,Wednesday,August,0,2013
14.9,5.244420752303057,1,13,Friday,March,0,2012
22.9,12.386125417099914,1,9,Saturday,April,1,2011
12.1,3.2765626987151713,1,13,Thursday,April,0,2009
11.7,4.380270361579062,1,13,Thursday,December,0,2009
10.5,2.646683790658291,3,10,Tuesday,December,0,2009
16.9,8.465412079903555,1,19,Thursday,October,0,2009
4.5,0.8189397608520458,5,4,Tuesday,May,0,2011
8.1,2.849972203931035,1,6,Wednesday,June,0,2010
19.8,0.00047628137337661343,1,2,Friday,February,0,2009
4.9,1.1337512068914455,1,21,Friday,March,0,2012
6.5,1.006759381494543,1,15,Sunday,November,1,2013
6.1,2.1817834797001687,1,22,Thursday,June,0,2012
4.9,1.0522484312593727,1,2,Friday,December,0,2010
14.0,1.675452093654847,1,11,Wednesday,December,0,2012
7.7,2.0830400473142823,1,8,Friday,January,0,2012
16.5,6.723928941478279,3,18,Sunday,June,1,2012
8.0,1.5923323863936283,2,13,Monday,November,0,2014
4.9,1.034285136276814,1,16,Thursday,April,0,2009
8.1,2.8000029090344425,2,12,Friday,August,0,2010
21.0,7.868976784121943,1,2,Sunday,January,1,2013
5.7,1.646822124406021,1,0,Friday,July,0,2012
9.3,3.494852913096319,1,13,Friday,October,0,2010
5.3,0.9216230855412668,1,21,Tuesday,August,0,2010
8.1,2.752031345648974,1,13,Wednesday,June,0,2009
9.5,2.246177070948414,1,19,Friday,January,0,2015
8.0,2.5098615394425474,1,18,Saturday,July,1,2013
5.3,0.779671857468153,1,12,Friday,November,0,2009
5.5,1.0934078886928773,1,16,Sunday,December,1,2013
5.7,1.4500488789519308,1,18,Monday,June,0,2012
8.5,2.052583949658281,1,17,Tuesday,September,0,2014
6.5,1.7187100059823581,1,7,Friday,May,0,2011
4.9,1.0493594943455014,1,17,Tuesday,January,0,2010
8.0,1.1228657213024635,1,20,Tuesday,January,0,2014
3.7,0.7778049166568551,1,9,Tuesday,June,0,2010
27.450000000000006,8.4325660438078,1,15,Sunday,February,1,2009
6.5,0.9693182995783217,2,15,Monday,August,0,2014
4.5,0.8114557189291364,2,10,Tuesday,June,0,2014
20.5,5.784253624532156,2,8,Friday,March,0,2009
33.5,8.009336183428669,1,8,Wednesday,April,0,2014
8.9,2.8719300058305315,2,21,Monday,April,0,2011
6.0,0.7788183513089479,1,19,Thursday,August,0,2013
15.3,5.196249118218414,2,8,Thursday,March,0,2012
14.0,4.194461285719471,2,13,Sunday,May,1,2015
14.0,4.64983552967613,1,22,Friday,November,0,2013
25.47,11.788054153936692,1,23,Thursday,August,0,2010
4.1,0.9872163714412149,1,11,Saturday,February,1,2009
7.0,2.2284280604024644,1,22,Friday,February,0,2009
7.3,2.405202216537901,5,0,Tuesday,November,0,2010
6.5,9.902791592149313,1,12,Wednesday,August,0,2012
9.7,2.9245373727356134,5,10,Friday,December,0,2011
5.0,0.964080098695173,1,22,Friday,November,0,2012
7.5,2.4790405473624064,1,14,Wednesday,December,0,2013
7.0,0.8376111399315969,3,20,Tuesday,September,0,2014
17.5,3.431212679191066,1,13,Thursday,January,0,2014
6.9,2.0270025689781708,1,8,Saturday,December,1,2011
5.7,1.6671097114472513,5,8,Monday,November,0,2010
5.7,1.269973023134411,3,9,Saturday,July,1,2010
9.7,3.086332182942899,2,21,Friday,August,0,2012
6.5,1.449962351232597,1,16,Sunday,October,1,2012
6.5,1.3744334616483183,1,16,Sunday,July,1,2013
22.0,6.220224888612582,2,18,Friday,August,0,2013
5.7,1.512295601251145,1,15,Monday,May,0,2009
15.7,5.789186677945006,1,0,Friday,April,0,2012
6.5,1.2941417108612192,1,19,Saturday,June,1,2011
7.3,1.5944795577000699,2,10,Friday,March,0,2012
9.5,2.6971996485359946,1,19,Sunday,May,1,2014
16.1,3.850627138250457,5,19,Monday,April,0,2012
3.5,0.58550582695703,1,9,Tuesday,January,0,2015
6.9,1.8101569801896853,1,8,Friday,January,0,2010
16.9,3.9497436886638186,1,18,Friday,October,0,2010
8.1,1.8114573870417603,3,15,Monday,April,0,2011
4.5,0.5015377967259496,1,13,Tuesday,April,0,2015
6.9,1.1492993056555865,1,9,Thursday,April,0,2011
11.3,2.5727292487599747,4,17,Monday,December,0,2009
5.5,0.5363218141390182,1,9,Wednesday,February,0,2013
29.47,8.771536869011051,5,13,Tuesday,October,0,2009
8.5,3.5077499716089937,1,6,Monday,November,0,2010
7.7,2.124964423153933,5,0,Sunday,October,1,2011
10.5,2.802174884404532,1,16,Sunday,January,1,2014
5.5,1.1874218436858297,2,11,Monday,June,0,2014
6.1,1.4431134796099123,1,23,Tuesday,September,0,2010
5.3,1.198402125348875,1,18,Friday,February,0,2012
13.5,2.8402377902839424,1,0,Saturday,April,1,2013
6.5,1.7276835632343273,1,19,Tuesday,July,0,2011
4.5,1.2913711342540568,1,22,Monday,March,0,2013
7.0,0.5170098371969953,2,19,Thursday,May,0,2013
12.0,1.8961230848208932,1,12,Wednesday,July,0,2014
11.5,2.026296499092635,1,16,Sunday,April,1,2015
4.0,0.6320365096146013,1,14,Sunday,October,1,2013
4.0,0.9305454930510851,1,14,Saturday,February,1,2015
15.3,3.1129502051338105,1,12,Tuesday,July,0,2012
18.5,5.811113430241522,1,1,Friday,December,0,2014
6.0,1.2031767586382174,1,7,Wednesday,June,0,2013
12.5,2.606047009876993,1,19,Friday,July,0,2014
24.1,11.848952035366926,1,14,Sunday,May,1,2010
7.7,1.765155341152278,1,11,Wednesday,March,0,2009
26.0,8.682369199382823,1,5,Saturday,January,1,2015
9.7,3.4434483373037668,1,7,Thursday,June,0,2010
6.0,1.0133131855130204,6,15,Saturday,January,1,2014
3.7,0.2820240929308624,1,14,Wednesday,May,0,2012
7.7,2.367076323553198,5,15,Sunday,January,1,2010
9.0,1.7750659856021,2,21,Wednesday,September,0,2014
7.0,1.204539855915497,3,12,Sunday,April,1,2013
5.3,0.7834739883790585,2,19,Thursday,July,0,2009
9.3,4.6251496169543955,1,10,Thursday,May,0,2011
5.3,1.6283791398177483,3,15,Wednesday,November,0,2009
60.0,4.189239720283258,1,0,Thursday,March,0,2014
17.3,7.189329648792242,1,23,Tuesday,April,0,2010
5.3,1.315309098697391,1,20,Tuesday,December,0,2009
17.3,4.88057128165587,1,19,Thursday,March,0,2011
6.0,1.4455619462707043,2,18,Friday,December,0,2013
11.3,4.031135869349234,5,18,Saturday,March,1,2012
31.3,10.240393775143506,1,14,Tuesday,January,0,2012
57.33,19.75244183645627,1,7,Tuesday,July,0,2014
8.1,3.2565426225813936,1,23,Thursday,April,0,2009
6.5,1.4738479187391957,1,10,Thursday,October,0,2012
32.5,10.611878950518033,1,16,Sunday,April,1,2014
49.8,20.611702677588518,1,10,Tuesday,May,0,2011
8.1,2.692670935480614,1,18,Tuesday,April,0,2011
3.3,0.4973931175304425,1,20,Sunday,March,1,2011
6.5,1.2486182432906388,1,16,Wednesday,August,0,2011
8.1,2.5255464196325725,1,22,Monday,May,0,2012
5.0,0.8093877761554209,3,0,Thursday,December,0,2013
35.7,16.944597407725556,1,16,Monday,September,0,2011
15.0,3.3224369680360457,1,11,Thursday,May,0,2014
8.5,1.618621198874662,1,7,Monday,October,0,2012
10.5,4.520690650694401,1,16,Wednesday,December,0,2013
6.0,0.7778708326708966,1,9,Wednesday,May,0,2014
8.1,1.265500263091405,5,12,Thursday,September,0,2011
5.3,0.5465303450579063,2,22,Thursday,March,0,2010
5.5,0.7911792220070363,2,18,Tuesday,March,0,2013
7.5,1.3665986236763268,2,12,Wednesday,October,0,2012
26.0,12.781644758713684,1,19,Thursday,May,0,2013
9.5,3.000310134238874,1,8,Wednesday,February,0,2014
20.0,7.687842670805047,2,1,Thursday,January,0,2015
6.5,0.6459308072571559,1,2,Sunday,October,1,2013
10.0,1.9560916783615185,1,18,Friday,May,0,2015
8.0,0.9250430314902965,1,16,Thursday,May,0,2013
6.1,1.4359917684016978,5,9,Tuesday,June,0,2009
5.3,1.5232401819611068,2,21,Monday,May,0,2010
13.7,6.01039088949978,1,15,Friday,January,0,2012
11.3,2.790836891575315,2,1,Monday,August,0,2012
9.0,2.1398863386664946,1,15,Wednesday,February,0,2013
16.9,7.2345935070393725,4,13,Tuesday,August,0,2009
27.47,9.08071156617276,1,22,Saturday,December,1,2009
6.5,1.8276030513949282,1,22,Monday,June,0,2014
32.33,10.221152322280114,1,5,Tuesday,October,0,2014
6.5,1.7327835934953584,1,16,Tuesday,September,0,2010
17.0,4.722573236860261,1,15,Sunday,May,1,2014
8.5,1.7893267122451746,6,19,Thursday,March,0,2013
5.7,1.4699213903783244,1,20,Saturday,July,1,2011
13.0,3.1221741554972837,1,7,Tuesday,June,0,2015
3.5,0.6466353725887574,1,11,Monday,September,0,2012
9.0,1.5254863410434987,6,21,Tuesday,November,0,2012
8.1,2.7338451268769033,5,3,Saturday,November,1,2010
4.0,0.6397245766446732,1,20,Friday,May,0,2014
4.9,1.6553365641452842,1,20,Friday,September,0,2011
14.1,4.260499397787787,1,20,Tuesday,July,0,2012
16.9,6.4410290372233305,1,12,Saturday,April,1,2012
3.7,0.8389361056952498,2,19,Tuesday,August,0,2009
4.5,1.4516100925335318,2,23,Friday,March,0,2012
7.0,1.4691580666954334,1,22,Friday,March,0,2013
17.7,6.143921672616007,1,2,Saturday,June,1,2010
8.5,1.6376712841596102,6,21,Wednesday,January,0,2013
25.0,7.132314523142212,1,16,Thursday,September,0,2012
12.9,3.6640626651522368,2,11,Monday,June,0,2012
4.9,1.3850215093274407,1,23,Thursday,November,0,2010
9.7,2.982874115843023,1,8,Friday,March,0,2011
3.0,0.1757819402043132,5,10,Sunday,May,1,2014
10.0,3.6040190160528907,1,9,Thursday,January,0,2015
8.0,2.428658183018254,1,13,Sunday,October,1,2014
4.5,0.4150126896377663,2,8,Thursday,October,0,2012
6.5,2.4430954528377624,2,14,Saturday,March,1,2012
12.5,3.517020577878666,3,20,Saturday,March,1,2012
12.5,3.624945349211492,2,9,Monday,October,0,2014
10.5,3.0430030833782764,2,11,Saturday,August,1,2009
13.0,5.35564355556633,1,6,Thursday,November,0,2014
4.5,0.6902235054403082,1,19,Thursday,February,0,2014
27.0,4.894534958766945,2,23,Saturday,March,1,2013
3.7,0.7484830613783572,2,13,Sunday,February,1,2012
5.7,1.9007761095406956,1,12,Saturday,January,1,2011
7.3,2.139968382102132,1,14,Saturday,October,1,2009
7.0,1.2364800497679154,2,21,Thursday,August,0,2013
6.5,1.1851121097256008,3,23,Friday,January,0,2010
5.0,0.9050639072457746,5,2,Saturday,February,1,2014
14.5,4.0983663351554585,1,17,Thursday,October,0,2009
8.9,3.070506382730162,2,0,Saturday,May,1,2010
7.7,3.4349870922454504,3,20,Saturday,September,1,2010
7.5,1.2066016589519533,1,13,Wednesday,May,0,2013
11.0,5.028792625183224,1,19,Saturday,November,1,2012
4.1,0.9672489871525808,1,22,Tuesday,August,0,2012
15.3,4.788584397616389,2,13,Sunday,June,1,2011
36.5,16.248303339569937,1,1,Saturday,April,1,2012
5.5,0.6238907587009033,1,13,Monday,February,0,2015
9.7,2.274612361178005,1,16,Friday,December,0,2011
5.3,1.8040756800753122,1,18,Monday,February,0,2012
13.3,1.3400591638645363,1,11,Thursday,January,0,2010
9.3,1.574382358183356,5,9,Thursday,September,0,2010
12.0,3.0449832147256877,2,11,Wednesday,April,0,2014
20.1,8.022219431731864,2,9,Thursday,October,0,2010
8.5,1.9013357180729362,1,14,Monday,January,0,2012
4.0,0.6705517280093028,2,12,Monday,August,0,2013
8.0,1.4671549246127478,1,13,Thursday,December,0,2014
8.5,2.729798074784833,1,19,Thursday,September,0,2014
4.1,0.643904153920539,1,23,Monday,June,0,2011
26.5,8.982982909015938,1,3,Sunday,June,1,2015
5.3,0.7497742765859627,2,11,Tuesday,September,0,2011
22.5,7.376569473637168,1,16,Wednesday,July,0,2013
12.1,3.222917630803819,1,17,Thursday,September,0,2011
8.9,2.1301925392251633,2,9,Tuesday,July,0,2010
9.5,2.4959829747444546,1,17,Friday,June,0,2014
13.3,5.232983488775021,2,22,Saturday,April,1,2010
8.5,1.1657173980832407,1,10,Friday,October,0,2013
3.7,0.5114082432468892,4,19,Saturday,June,1,2010
20.0,5.243162971329653,1,13,Wednesday,July,0,2013
4.9,0.7142196334222386,1,12,Tuesday,June,0,2010
11.7,3.993235982084641,1,1,Friday,March,0,2011
8.5,3.848275996592738,2,10,Sunday,June,1,2010
57.33,18.547726874352158,1,5,Saturday,September,1,2014
6.1,1.5978198776064647,5,15,Saturday,July,1,2010
7.7,2.092172658990051,1,19,Tuesday,June,0,2009
22.9,8.414932139808053,1,19,Sunday,June,1,2012
4.5,1.1159997976899303,5,8,Wednesday,January,0,2010
8.5,1.727441073694975,1,16,Monday,February,0,2015
16.5,4.6441366069830545,1,19,Sunday,March,1,2015
4.5,0.9240004717799192,5,22,Saturday,October,1,2011
12.5,5.015507307787506,1,17,Monday,July,0,2010
5.7,1.458863652690794,1,12,Sunday,December,1,2011
2.9,0.5328934596446504,1,10,Saturday,June,1,2010
8.9,3.4468724054589925,1,18,Monday,November,0,2010
16.5,4.900689567543762,4,16,Tuesday,May,0,2015
5.0,0.999979243953898,1,15,Wednesday,July,0,2014
6.5,1.32868887495302,1,14,Saturday,December,1,2011
8.1,0.9087986362540584,1,8,Thursday,June,0,2009
8.1,1.7748655077691873,1,17,Thursday,June,0,2010
35.83,9.721241965554881,1,16,Thursday,March,0,2015
30.1,11.424724263340334,1,2,Wednesday,September,0,2010
15.5,1.6545875568458634,1,9,Friday,August,0,2013
7.3,1.4258972038549285,4,18,Tuesday,December,0,2009
6.0,0.9961556707191519,1,19,Tuesday,February,0,2013
5.7,1.65430582706532,1,21,Monday,October,0,2009
17.7,6.058131785142323,2,22,Friday,November,0,2011
14.5,2.5531662937745168,1,11,Thursday,October,0,2013
13.0,2.9942788146586894,1,17,Tuesday,July,0,2014
12.5,4.422053855382562,4,22,Friday,May,0,2009
7.7,2.4625010167857173,2,20,Wednesday,February,0,2011
7.7,2.9063492479885995,1,21,Saturday,February,1,2011
10.1,2.402129386475469,2,15,Thursday,April,0,2010
10.9,3.531516461941636,1,0,Friday,June,0,2009
7.0,2.4754758688851766,4,22,Saturday,August,1,2013
8.9,2.333574569937981,1,20,Thursday,March,0,2011
9.0,2.650345837504158,1,8,Tuesday,August,0,2014
4.5,1.0712223909634941,1,1,Sunday,February,1,2012
6.1,2.123345140212715,1,21,Wednesday,March,0,2012
6.1,2.627791663249324,1,4,Saturday,December,1,2011
5.7,1.8650489229974345,3,12,Monday,August,0,2012
4.9,1.0346597138288778,1,2,Saturday,October,1,2011
16.1,4.505201955004156,1,14,Wednesday,May,0,2012
7.3,2.5723145027289824,1,7,Wednesday,January,0,2012
6.1,1.210214032634847,1,9,Thursday,April,0,2010
4.1,0.8006735954088875,1,7,Sunday,March,1,2010
7.7,1.0912842397362166,2,8,Friday,September,0,2009
38.9,16.545107087485942,5,20,Sunday,July,1,2011
4.5,0.8603049655130766,1,1,Sunday,August,1,2013
4.5,1.2683354963563263,2,21,Friday,January,0,2012
10.1,4.220768937565181,2,18,Friday,April,0,2010
4.1,1.1686153333038252,1,19,Friday,July,0,2010
9.7,5.433574316188198,1,12,Saturday,November,1,2009
7.3,2.068864710447571,1,7,Friday,November,0,2009
12.0,3.7336638116696004,2,18,Friday,July,0,2014
6.9,0.3303539241340588,1,8,Tuesday,October,0,2009
7.7,2.6819897315670813,3,1,Friday,June,0,2010
30.04,9.696372011962707,1,21,Friday,June,0,2015
20.1,9.030488356873056,2,4,Wednesday,October,0,2009
11.0,0.9211590540760264,1,12,Tuesday,October,0,2013
9.0,2.322978616445326,1,8,Friday,June,0,2013
15.0,3.186896724571763,5,18,Monday,December,0,2013
8.0,1.7100766054593821,1,11,Thursday,October,0,2012
17.3,5.108513221404816,1,7,Wednesday,December,0,2009
9.0,1.5121460598916774,1,16,Thursday,April,0,2014
17.3,6.0640548589666325,5,11,Friday,January,0,2009
10.9,2.911143849778489,1,23,Wednesday,February,0,2010
14.5,1.9660387220793976,2,21,Wednesday,March,0,2015
4.5,1.1702665943197081,1,16,Sunday,May,1,2015
49.8,20.133411346710208,5,18,Wednesday,August,0,2011
11.3,4.198090879202006,1,21,Sunday,September,1,2010
14.5,5.595815131218131,2,16,Sunday,January,1,2014
32.1,16.625860023893456,2,0,Monday,May,0,2011
6.1,1.4682061097319323,2,16,Monday,March,0,2011
4.5,1.0838973587623202,3,1,Friday,May,0,2011
5.9,1.319268352402004,1,17,Friday,January,0,2009
8.1,1.4889542999004937,1,22,Friday,January,0,2011
6.5,1.3121628790167428,1,16,Sunday,April,1,2012
6.5,1.8453504046724918,1,17,Friday,January,0,2009
6.5,2.1651951156231926,5,18,Monday,May,0,2009
8.5,2.3025008476431603,2,12,Tuesday,June,0,2009
2.5,0.046116416689552506,1,8,Thursday,July,0,2009
5.3,0.36768357573609434,2,10,Tuesday,January,0,2011
7.0,1.665501330122985,5,14,Sunday,September,1,2014
15.0,4.162798032785552,6,17,Saturday,November,1,2014
18.0,4.16238975612674,1,13,Monday,January,0,2014
19.0,5.563998058014635,5,3,Saturday,September,1,2012
10.1,2.6515619318253743,1,8,Monday,March,0,2011
12.1,6.218133935535177,1,7,Thursday,May,0,2011
22.0,7.769266390597282,3,20,Friday,May,0,2015
15.0,4.861482811605876,1,20,Tuesday,September,0,2014
4.5,0.6048118982796754,1,9,Wednesday,October,0,2012
4.9,1.4086672416185764,2,1,Thursday,March,0,2010
3.5,0.6956213353563844,1,16,Wednesday,December,0,2014
8.9,2.3328259708727352,1,17,Thursday,October,0,2010
14.5,4.478232619165733,1,8,Tuesday,May,0,2014
14.5,4.81864813092386,1,18,Tuesday,November,0,2009
8.1,2.1775853652806467,4,0,Sunday,June,1,2012
10.5,2.23123136444781,1,17,Thursday,April,0,2014
11.5,2.5061589852574016,3,18,Monday,February,0,2013
7.3,1.9106486293314466,1,3,Monday,May,0,2012
5.0,1.1596765398832896,3,15,Monday,October,0,2012
9.5,2.649638585896498,1,2,Saturday,March,1,2013
15.0,4.040640322745919,1,16,Monday,January,0,2014
7.0,2.5070372513607566,1,8,Saturday,March,1,2014
8.9,2.1161294671396282,2,19,Monday,April,0,2009
9.3,1.672939722568645,1,9,Monday,March,0,2011
9.0,1.8090742331889038,2,14,Sunday,October,1,2013
10.1,4.435543509276479,5,0,Tuesday,February,0,2009
11.0,4.743258241104003,3,22,Thursday,April,0,2013
9.7,2.7397035376226846,1,19,Wednesday,June,0,2012
8.5,2.168536997906241,1,14,Saturday,March,1,2011
8.1,2.30098080855866,1,14,Saturday,November,1,2009
11.0,1.1409667943630923,5,16,Tuesday,June,0,2013
8.9,2.8302998409486158,3,23,Monday,April,0,2012
11.3,1.6847826783004476,1,11,Tuesday,October,0,2010
6.9,2.5638075198112564,1,9,Sunday,October,1,2011
6.5,1.259076886809716,1,2,Sunday,November,1,2014
10.1,1.0591630048337126,5,19,Friday,August,0,2012
6.9,2.1680020289295268,1,6,Thursday,August,0,2009
8.9,2.8473788686315076,4,13,Saturday,January,1,2009
86.0,15.319961124146557,1,5,Friday,December,0,2013
5.5,1.1159722001260952,1,15,Friday,January,0,2013
8.0,2.0205531537679176,3,17,Sunday,August,1,2014
8.0,1.4548193965660123,6,20,Wednesday,October,0,2012
5.7,1.1252407282391583,1,7,Wednesday,August,0,2012
12.0,3.249742477258823,1,17,Monday,May,0,2014
7.7,1.2615611798416124,1,11,Thursday,September,0,2009
8.9,1.9827062850137485,1,20,Friday,April,0,2012
15.7,4.901625528984008,1,18,Tuesday,December,0,2010
12.5,3.425874341639464,1,11,Friday,May,0,2013
14.5,3.083923742258427,1,14,Friday,November,0,2014
6.9,2.426431904754541,1,21,Saturday,March,1,2009
4.5,0.8309307043406938,1,16,Monday,May,0,2009
5.0,0.9577526451130046,1,23,Saturday,November,1,2013
9.5,2.736188804676341,1,17,Thursday,February,0,2009
5.7,0.9528402756032255,1,0,Sunday,January,1,2010
6.1,2.8516648705981553,5,2,Saturday,February,1,2009
6.0,0.921558159936817,1,15,Tuesday,May,0,2015
5.7,1.6921383171410775,1,9,Tuesday,April,0,2009
8.0,1.9325995146255914,1,22,Tuesday,August,0,2014
8.5,2.6855923157669492,1,17,Saturday,April,1,2010
6.9,2.3743622495210164,4,23,Tuesday,May,0,2010
6.1,2.2478510158259195,1,23,Monday,September,0,2011
7.0,0.35628147528513443,3,2,Saturday,February,1,2015
6.9,0.7134889844833538,1,18,Sunday,March,1,2011
4.5,0.994621030475246,1,14,Tuesday,February,0,2009
5.0,1.0931144742564807,1,12,Tuesday,May,0,2014
6.0,1.2328621302329088,1,15,Saturday,March,1,2014
10.5,4.456220121442864,1,19,Sunday,October,1,2010
4.5,1.3837371576469768,2,21,Tuesday,April,0,2010
8.5,2.0354857436434344,1,19,Sunday,January,1,2015
8.5,1.7142032950783086,1,14,Monday,November,0,2013
4.5,0.9427025063418459,1,23,Friday,February,0,2011
14.1,3.853485611375863,1,9,Monday,August,0,2009
7.5,2.0070808378103457,1,14,Friday,December,0,2012
7.5,1.4332990394244112,1,20,Tuesday,October,0,2012
5.3,0.9690335147772218,1,16,Sunday,February,1,2011
6.5,1.4255240556231874,1,8,Thursday,March,0,2014
4.9,1.30174602746375,1,15,Sunday,January,1,2012
15.5,5.573193941149268,4,2,Saturday,October,1,2014
5.3,1.929876582724912,1,19,Monday,July,0,2012
6.5,2.3566845965405783,1,13,Tuesday,June,0,2012
8.5,1.513262987526015,3,19,Tuesday,December,0,2014
6.5,1.573481268421453,1,14,Sunday,March,1,2014
11.3,3.3462557149735046,3,8,Wednesday,October,0,2010
9.5,2.260311352670585,1,19,Tuesday,November,0,2013
6.1,1.9384081706145428,1,22,Thursday,November,0,2009
3.7,0.8056349456423622,5,19,Wednesday,February,0,2009
6.5,2.2421505176152463,1,22,Monday,March,0,2012
31.0,11.821807298019332,1,13,Monday,July,0,2014
6.5,1.823873779294383,2,12,Friday,October,0,2012
8.0,2.1210174822301333,1,23,Friday,January,0,2015
5.5,1.1951301863482386,1,11,Saturday,October,1,2014
9.0,3.139974072187193,1,21,Saturday,January,1,2014
4.5,0.7237330537153502,1,16,Thursday,June,0,2011
10.5,1.4101317700430762,1,8,Friday,June,0,2009
11.0,1.4998217722239207,2,12,Sunday,January,1,2013
8.5,2.127589898451462,3,15,Wednesday,October,0,2009
7.0,1.1451476727041412,1,22,Wednesday,November,0,2012
4.5,1.0578084694224745,1,11,Saturday,March,1,2012
57.33,21.577735119358817,3,9,Thursday,October,0,2014
11.3,3.611513361477811,2,23,Tuesday,May,0,2010
6.5,1.1745868461103766,1,20,Friday,January,0,2011
11.5,3.879802953944105,1,16,Sunday,May,1,2015
4.9,1.7549278775757642,1,18,Sunday,September,1,2011
41.3,9.949716585630586,1,10,Monday,October,0,2012
8.9,3.2076480325900216,2,3,Sunday,February,1,2011
26.5,5.078090692569613,2,21,Thursday,August,0,2013
6.5,1.9956781369013754,1,17,Wednesday,November,0,2010
4.1,0.509150350914551,1,11,Sunday,March,1,2009
7.7,1.9534552766260005,1,10,Wednesday,August,0,2011
4.5,0.5794799391153005,4,0,Sunday,November,1,2012
32.33,10.059323860025302,1,15,Tuesday,February,0,2014
7.3,2.4824384718734436,5,15,Wednesday,November,0,2009
10.1,3.2872571763792986,1,8,Monday,March,0,2012
16.9,5.926479233745681,1,12,Monday,February,0,2009
8.0,1.885660195076595,1,19,Monday,September,0,2012
6.1,1.463945193394051,1,19,Thursday,March,0,2012
11.0,3.339473154031392,1,8,Monday,May,0,2013
5.0,1.5734685309626655,6,21,Sunday,December,1,2013
9.3,2.31777838194411,1,8,Tuesday,March,0,2010
7.0,2.51900745064211,1,21,Friday,April,0,2013
6.9,2.523659413363743,5,12,Saturday,October,1,2009
3.7,0.480553395094736,1,13,Friday,February,0,2011
10.0,2.6881586772669666,1,13,Friday,October,0,2014
7.0,1.864179755516635,1,22,Tuesday,September,0,2014
6.0,0.8997967518624528,1,17,Friday,November,0,2012
6.1,1.7286139077124807,2,23,Saturday,November,1,2009
35.33,9.845316365691216,1,6,Wednesday,August,0,2013
6.5,1.9497727354327374,2,22,Sunday,May,1,2010
6.1,1.5459937068606935,1,10,Wednesday,November,0,2010
11.0,2.5961039027053663,2,18,Saturday,December,1,2013
17.3,6.915896271062393,1,17,Thursday,February,0,2011
5.5,0.6335953403258812,1,14,Saturday,August,1,2013
10.5,2.475367157955685,2,23,Wednesday,August,0,2014
11.5,4.376460562873359,1,9,Saturday,February,1,2014
9.7,3.80515923978751,1,18,Monday,September,0,2009
57.33,21.226198086798583,1,20,Sunday,February,1,2015
14.5,5.991898776522684,1,1,Saturday,October,1,2009
15.7,5.740388211110553,1,22,Wednesday,April,0,2012
8.5,3.11158443065611,2,7,Thursday,May,0,2012
10.0,2.7392221803391155,1,10,Sunday,May,1,2013
3.7,0.8862279186678386,2,21,Wednesday,January,0,2009
7.3,0.7543844284075798,1,17,Friday,February,0,2010
10.1,4.591939171465333,1,21,Tuesday,February,0,2012
7.5,1.2466919218099897,2,9,Wednesday,January,0,2013
4.9,0.8861865605038499,1,15,Tuesday,June,0,2009
7.7,2.2912892664983215,1,22,Saturday,March,1,2011
